City,County,Zipcode,Total Population 2016,Total Population 2016 Margin of Error,Total Unemployment 2016,Total Unemployment 2016 margin of Error,Age Group 16-19 2016,Age Group 16-19 2016 Margin of Error,Age Group 16-19 2016 Unemployment,Age Group 16-19 2016 Unemployment Margin of Error,Age Group 20-24 2016,Age Group 20-24 2016 Margin of Error,Age Group 20-24 2016 Unemployment,Age Group 20-24 2016 Unemployment Margin of Error,Age Group 25-29 2016,Age Group 25-29 2016 Margin of Error,Age Group 25-29 2016 Unemployment,Age Group 25-29 2016 Unemployment Margin of Error,Age Group 30-34 2016,Age Group 30-34 2016 Margin of Error,Age Group 30-34 2016 Unemployment,Age Group 30-34 2016 Unemployment Margin of Error,Age Group 35-44 2016,Age Group 35-44 2016 Margin of Error,Age Group 35-44 2016 Unemployment,Age Group 35-44 2016 Unemployment Margin of Error,Age Group 45-54 2016,Age Group 45-54 2016 Margin of Error,Age Group 45-54 2016 Unemployment,Age Group 45-54 2016 Unemployment Margin of Error,Age Group 55-64 2016,Age Group 55-64 2016 Margin of Error,Age Group 55-64 2016 Unemployment,Age Group 55-64 2016 Unemployment Margin of Error,Age Group 60-64 2016,Age Group 60-64 2016 Margin of Error,Age Group 60-64 2016 Unemployment,Age Group 60-64 2016 Unemployment Margin of Error,Age Group 65-74 2016,Age Group 65-74 2016 Margin of Error,Age Group 65-74 2016 Unemployment,Age Group 65-74 2016 Unemployment Margin of Error,Age Group 75+ 2016,Age Group 75+ 2016 Margin of Error,Age Group 75+ 2016 Unemployment,Age Group 75+ 2016 Unemployment Margin of Error
Cascade,El Paso,80809,1250.0,197.0,6.1,4.8,90.0,51.0,0,46.2,57.0,38.0,0,42.5,17.0,21.0,23.5,58,60.0,41.0,0,37.7,72.0,75.0,12.5,26.2,275.0,87.0,0,12.5,193.0,74.0,0,22.2,210.0,85.0,16.3,21.5,191.0,70.0,16.7,22.9,85.0,50.0,0,90.1
Cheyenne Wells,Cheyenne,80810,900.0,122.0,12.6,7.1,66.0,35.0,0,52,40.0,25.0,50,37,51.0,30.0,17.9,27.9,67.0,31.0,36.2,24.7,134.0,44.0,0,24.3,223.0,52.0,11.6,12.8,106.0,35.0,6.5,8.9,70.0,25.0,12.2,16,55.0,21.0,0,51.2,88.0,31.0,-,**
Cope,Washington,80812,163.0,38.0,1.1,3.2,8.0,8.0,-,**,0.0,11.0,-,**,5.0,6.0,0,100,3.0,4.0,0,100,38.0,24.0,0,63.7,22.0,13.0,5.3,14.2,18.0,10.0,0,76.1,29.0,13.0,0,60.7,16.0,10.0,0,85.9,24.0,12.0,-,**
Cripple Creek,Teller,80813,1499.0,240.0,3.3,2.7,76.0,70.0,9.4,22.6,88.0,55.0,2.3,7.9,84.0,51.0,9.7,12.9,88.0,54.0,3.6,7.2,134.0,67.0,5.6,11.3,202.0,79.0,4.1,5,165.0,59.0,0,27,284.0,102.0,0,17,261.0,103.0,0,33.9,117.0,65.0,0,95
Divide,Teller,80814,3030.0,355.0,8.9,5.4,183.0,99.0,15.7,25.3,134.0,90.0,0,21.4,74.0,57.0,0,41.6,208.0,107.0,9.5,19.1,288.0,127.0,21.6,26.8,752.0,214.0,9.7,8.4,363.0,136.0,4.3,6.8,471.0,142.0,8.8,14.5,431.0,121.0,0,30.9,126.0,76.0,0,85.9
Flagler,Kit Carson,80815,590.0,82.0,7,4.9,39.0,22.0,100,71.2,41.0,29.0,0,60.7,20.0,15.0,6.3,14.3,14.0,10.0,0,76.1,65.0,29.0,0,38.1,138.0,50.0,1.6,2.8,43.0,16.0,0,50.4,56.0,29.0,4.8,5.5,84.0,30.0,0,47.5,90.0,27.0,41.7,51
Florissant,Teller,80816,4751.0,474.0,10,5.5,99.0,64.0,41.7,41.2,241.0,143.0,26.2,33.2,194.0,126.0,18.2,28.5,194.0,110.0,0,15.7,485.0,142.0,8.2,9.1,858.0,229.0,10.9,11.2,740.0,210.0,7.7,10.7,636.0,163.0,7.4,10.7,1047.0,216.0,0,10.7,257.0,116.0,0,69.1
Fountain,El Paso,80817,20647.0,566.0,8.1,2.3,1707.0,371.0,14.7,11.8,1623.0,373.0,13.5,8.1,2760.0,563.0,10.4,6.8,2835.0,412.0,11.5,8.8,4278.0,419.0,5.5,3.8,3399.0,433.0,6.9,3.4,1507.0,289.0,1.7,2.6,957.0,186.0,2.7,3.8,1010.0,208.0,11.8,12.2,571.0,147.0,0,39.9
Genoa,Lincoln,80818,200.0,90.0,0.7,2.6,1.0,3.0,0,100,4.0,9.0,0,100,6.0,21.0,0,100,7.0,10.0,0,100,10.0,12.0,0,95,46.0,46.0,2.2,8.8,33.0,27.0,0,52,9.0,7.0,0,100,41.0,23.0,0,58.2,43.0,17.0,0,62.2
Green Mountain Falls,El Paso,80819,630.0,107.0,6,4.1,33.0,22.0,27.3,42.6,40.0,34.0,11.5,18.8,25.0,18.0,0,57,32.0,21.0,0,50.4,73.0,34.0,0,35.3,114.0,38.0,8.4,14.3,64.0,35.0,3.6,7.6,118.0,52.0,10.9,13.2,91.0,30.0,0,45.1,40.0,22.0,100,100
Guffey,Park,80820,538.0,131.0,4.2,7.5,0.0,11.0,-,**,0.0,11.0,-,**,5.0,8.0,0,100,18.0,19.0,0,67.2,27.0,26.0,0,63.7,38.0,30.0,0,59.4,70.0,51.0,0,35.6,182.0,87.0,0,40.3,181.0,71.0,27.3,40.6,17.0,20.0,-,**
Hugo,Lincoln,80821,758.0,275.0,2.8,4.3,25.0,30.0,23.1,34,19.0,31.0,16.7,54.8,37.0,52.0,3.8,12.7,52.0,45.0,8.3,22.1,87.0,57.0,0,45.6,125.0,95.0,0,27.7,54.0,25.0,0,42.5,54.0,24.0,0,63.7,154.0,46.0,0,48.9,151.0,42.0,0,82.3
Joes,Yuma,80822,207.0,67.0,1.4,2.8,17.0,15.0,0,100,10.0,9.0,0,90.1,20.0,19.0,0,63.7,25.0,23.0,0,60.7,24.0,19.0,0,79,24.0,18.0,8.3,14.3,27.0,20.0,0,58.2,22.0,14.0,0,69.1,27.0,16.0,0,100,11.0,10.0,-,**
Karval,Lincoln,80823,121.0,68.0,6.3,8.6,5.0,6.0,100,100,5.0,13.0,0,100,10.0,25.0,11.1,29.6,2.0,9.0,0,100,6.0,9.0,0,100,10.0,18.0,0,100,14.0,9.0,0,82.3,20.0,17.0,0,100,24.0,11.0,0,95,25.0,18.0,0,100
Kirk,Yuma,80824,180.0,67.0,11.2,16.9,7.0,10.0,-,**,9.0,12.0,0,95,24.0,21.0,0,63.7,11.0,12.0,0,85.9,9.0,12.0,0,95,42.0,35.0,33.3,37.4,14.0,11.0,0,85.9,7.0,6.0,0,100,38.0,23.0,0,79,19.0,17.0,-,**
Kit Carson,Cheyenne,80825,323.0,66.0,5,6.4,29.0,18.0,0,90.1,27.0,19.0,0,73.6,34.0,27.0,25,29.9,26.0,16.0,0,69.1,57.0,22.0,0,43,56.0,27.0,5.4,11.4,23.0,15.0,0,73.6,24.0,16.0,0,67.2,24.0,13.0,0,95,23.0,11.0,0,100
Limon,Lincoln,80826,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lake George,Park,80827,594.0,188.0,0,8.8,39.0,45.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,23.0,33.0,0,79,191.0,120.0,0,18.5,96.0,59.0,0,31.4,46.0,51.0,0,50.4,199.0,109.0,0,36.7,0.0,11.0,-,**
Limon,Lincoln,80828,3208.0,582.0,6.1,6.8,142.0,51.0,2.7,23.8,271.0,176.0,0,79,353.0,106.0,15,85,464.0,190.0,12.5,30.6,746.0,259.0,4.2,10.7,427.0,151.0,0,14.1,247.0,65.0,13.4,17.6,144.0,58.0,9.3,14.1,219.0,76.0,0,51.2,195.0,44.0,100,100
Manitou Springs,El Paso,80829,4967.0,326.0,7.2,4,167.0,84.0,0,37.7,258.0,141.0,8,11.9,351.0,146.0,10.6,11.2,413.0,206.0,5.7,8.5,909.0,204.0,13.4,14.5,840.0,239.0,3.2,3.8,409.0,114.0,4.9,7.6,499.0,158.0,0,8.4,726.0,198.0,12,12.2,395.0,153.0,0,53.8
Matheson,Elbert,80830,190.0,59.0,2.5,3.9,0.0,11.0,-,**,0.0,11.0,-,**,3.0,5.0,0,100,0.0,11.0,-,**,9.0,14.0,0,95,40.0,34.0,9.1,17.8,9.0,14.0,0,95,33.0,18.0,0,52.9,85.0,34.0,0,45.6,11.0,11.0,-,**
Peyton,El Paso,80831,17575.0,855.0,7.3,2.5,1604.0,354.0,34.8,16.6,921.0,227.0,16.1,9.5,987.0,249.0,18.2,13.7,1303.0,295.0,6.3,9.2,3989.0,435.0,2.9,2,3927.0,452.0,4,2.7,1604.0,288.0,1.5,2.4,1105.0,199.0,1.7,2.6,1694.0,265.0,0,8.6,441.0,153.0,-,**
Ramah,El Paso,80832,455.0,105.0,6.1,6.5,35.0,20.0,0,100,14.0,12.0,-,**,13.0,14.0,25,75,37.0,32.0,0,95,36.0,23.0,3.3,8.9,112.0,39.0,14.1,13.2,51.0,25.0,0,45.1,52.0,25.0,0,58.2,68.0,28.0,0,59.4,37.0,16.0,0,82.3
Rush,El Paso,80833,515.0,143.0,1.6,2.3,33.0,37.0,-,**,22.0,23.0,0,73.6,37.0,24.0,0,79,20.0,15.0,0,100,77.0,53.0,0,39.1,75.0,59.0,0,37,70.0,32.0,7.3,10.8,54.0,33.0,0,46.2,72.0,32.0,0,76.1,55.0,27.0,-,**
Seibert,Kit Carson,80834,201.0,54.0,3.8,5.8,20.0,19.0,57.1,57.1,16.0,15.0,0,71.2,0.0,11.0,-,**,10.0,7.0,0,90.1,8.0,6.0,0,100,34.0,15.0,0,49.6,27.0,14.0,0,76.1,9.0,9.0,0,100,31.0,18.0,0,82.3,46.0,26.0,0,100
Simla,Elbert,80835,763.0,131.0,7.9,6.6,29.0,24.0,-,**,14.0,10.0,0,100,62.0,38.0,45.9,49.3,87.0,48.0,0,29.5,137.0,54.0,3.7,6.2,162.0,54.0,6.2,7.3,94.0,49.0,0,32.7,50.0,25.0,0,53.8,71.0,32.0,0,63.7,57.0,31.0,0,100
Stratton,Kit Carson,80836,841.0,121.0,4.4,3,109.0,55.0,13.8,25.4,54.0,29.0,0,38.8,50.0,24.0,0,46.8,62.0,29.0,13.3,14.5,131.0,53.0,0,21.9,172.0,47.0,2,2.5,50.0,23.0,0,43,72.0,22.0,12.3,12.8,92.0,28.0,3,9.6,49.0,22.0,0,100
U S A F Academy,El Paso,80840,5242.0,290.0,5.6,3.6,1356.0,200.0,0,59.4,2903.0,245.0,25,47.1,211.0,71.0,0,52.9,194.0,56.0,7.9,9.3,319.0,86.0,2.3,3.9,156.0,56.0,9.4,10.3,57.0,27.0,0,73.6,17.0,15.0,0,95,14.0,12.0,0,100,15.0,14.0,-,**
U S A F Academy,El Paso,80841,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Victor,Teller,80860,596.0,107.0,0.9,1.2,15.0,16.0,0,100,30.0,24.0,0,57,29.0,28.0,0,57,41.0,27.0,0,44.5,41.0,28.0,7.3,11.3,136.0,56.0,0,21.4,59.0,24.0,0,43,102.0,46.0,0,50.4,127.0,51.0,0,76.1,16.0,14.0,-,**
Vona,Kit Carson,80861,228.0,61.0,5.8,5.6,10.0,9.0,71.4,43.3,16.0,16.0,20,35.7,35.0,28.0,0,54.8,13.0,10.0,0,90.1,22.0,14.0,5.6,11.2,32.0,23.0,0,52.9,9.0,7.0,0,100,12.0,10.0,0,95,58.0,23.0,0,53.8,21.0,12.0,0,100
Wild Horse,Cheyenne,80862,44.0,14.0,0,62.2,2.0,2.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,7.0,5.0,0,100,2.0,3.0,0,100,0.0,11.0,-,**,7.0,7.0,0,100,10.0,6.0,0,100,10.0,8.0,0,100,6.0,5.0,-,**
Woodland Park,Teller,80863,10136.0,498.0,7.1,2.6,663.0,168.0,29.3,18.5,592.0,137.0,19.7,13.8,509.0,127.0,4.5,8.5,440.0,103.0,22.6,16.3,1716.0,186.0,1.4,1.9,2125.0,251.0,2.6,2.6,1452.0,253.0,3.5,3.8,757.0,260.0,4.3,7,1316.0,191.0,13.8,15.5,566.0,125.0,0,41.1
Yoder,El Paso,80864,1055.0,170.0,7.8,4.6,70.0,36.0,77.8,31.7,56.0,34.0,26.1,35.3,35.0,22.0,29.2,28,72.0,53.0,12.2,27.7,111.0,34.0,0,29.2,257.0,80.0,2.6,3.8,105.0,44.0,7.8,12.3,164.0,64.0,4.2,6.8,98.0,48.0,0,73.6,87.0,37.0,0,100
Woodland Park,Teller,80866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80901,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80903,13652.0,666.0,10.5,2.2,1675.0,265.0,30.3,10.3,1984.0,298.0,16.1,6.1,1603.0,243.0,5.7,4.7,1196.0,217.0,6.7,4.2,1812.0,261.0,5.7,3.5,1615.0,217.0,12.1,5.3,1002.0,202.0,11.2,6.8,905.0,168.0,10.1,9.8,1107.0,171.0,1.4,2.1,753.0,127.0,0,52
Colorado Springs,El Paso,80904,17887.0,618.0,7.7,1.4,643.0,178.0,39.7,16.9,1265.0,280.0,18.2,8.5,1808.0,319.0,3.2,2.3,1418.0,261.0,5.6,4.3,2082.0,345.0,3.9,2.9,2660.0,314.0,6.3,3.5,1527.0,246.0,6.1,4.1,1573.0,223.0,5.7,5.1,2486.0,244.0,7,7.1,2425.0,269.0,9.7,16
Colorado Springs,El Paso,80905,14410.0,893.0,6.7,2.3,708.0,238.0,43.1,25.6,1753.0,393.0,7.1,7.7,1732.0,358.0,0.8,1.2,1397.0,269.0,4.8,5.3,2187.0,450.0,5.4,3.2,2236.0,306.0,5.8,3.8,1239.0,196.0,7.5,6.4,1062.0,230.0,7.1,8.2,1136.0,181.0,12.6,11.5,960.0,171.0,0,22.7
Colorado Springs,El Paso,80906,29771.0,999.0,6.1,1.7,1755.0,400.0,21.2,16.5,2937.0,483.0,20.8,10.1,2611.0,433.0,5.2,4.6,2347.0,430.0,11.7,6.5,4604.0,519.0,1.6,1.3,4616.0,462.0,3,1.6,2058.0,219.0,3.5,2.4,2387.0,313.0,2,2.2,3564.0,331.0,2.8,2.8,2892.0,350.0,6.9,11.2
Colorado Springs,El Paso,80907,23830.0,743.0,6.7,1.3,1298.0,257.0,24.7,8.4,2832.0,454.0,5.9,3.7,2123.0,304.0,6.4,3.4,2254.0,307.0,7.8,3.8,3091.0,368.0,1.8,1.4,3714.0,364.0,5.1,2,2098.0,252.0,9,5,1795.0,234.0,9.8,5.1,2511.0,241.0,2.4,2.8,2114.0,184.0,6.6,10.2
Colorado Springs,El Paso,80908,11934.0,477.0,5.2,1.9,999.0,206.0,23.6,18.9,452.0,144.0,28.9,24.5,640.0,209.0,3,4.2,723.0,207.0,8.1,8.4,2022.0,318.0,1.7,2,2419.0,364.0,0.7,0.7,1373.0,250.0,0,2.9,1269.0,245.0,8.4,6,1465.0,224.0,5.4,5.4,572.0,163.0,0,69.1
Colorado Springs,El Paso,80909,29757.0,1103.0,8.1,1.6,1342.0,253.0,41.5,15.5,2987.0,458.0,13.3,4.7,3509.0,454.0,9.2,4.9,3068.0,401.0,8,3.7,4243.0,515.0,6.1,4.6,4573.0,476.0,4.4,2.3,2333.0,266.0,2.5,2.5,1790.0,226.0,2.6,2.6,2939.0,268.0,2.8,3.2,2973.0,317.0,0,21.1
Colorado Springs,El Paso,80910,23349.0,1012.0,13,2.3,1462.0,299.0,40.7,16.8,3387.0,617.0,16.9,8.3,2948.0,415.0,10.3,3.7,2282.0,307.0,9.8,4.3,3884.0,363.0,7.3,3.1,3180.0,363.0,15,4.5,1435.0,223.0,10,6,1175.0,233.0,5.6,6.9,1818.0,254.0,9,7.9,1778.0,226.0,26.1,24.7
Colorado Springs,El Paso,80911,24456.0,796.0,9.7,1.6,1573.0,280.0,46.1,14.7,2273.0,397.0,15.7,7.5,2608.0,285.0,13.9,5.4,2420.0,322.0,11.2,5.3,3767.0,452.0,7.3,3.1,3917.0,414.0,5.3,2.8,2300.0,323.0,2.5,1.9,1619.0,342.0,1.4,2.1,2229.0,265.0,2.6,3.2,1750.0,199.0,0,38.1
Colorado Springs,El Paso,80912,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80913,3342.0,346.0,0,44.5,506.0,127.0,-,**,2131.0,294.0,-,**,464.0,106.0,0,90.1,148.0,55.0,0,85.9,41.0,30.0,-,**,52.0,46.0,0,63.7,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**
Colorado Springs,El Paso,80914,389.0,219.0,-,**,85.0,83.0,-,**,251.0,143.0,-,**,28.0,26.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,25.0,49.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**
Colorado Springs,El Paso,80915,15611.0,732.0,3.8,0.9,950.0,224.0,19.6,10.3,1455.0,392.0,6.6,4.7,1816.0,311.0,2.8,2.9,1697.0,242.0,3.1,2.3,2400.0,290.0,3.8,2.7,2747.0,308.0,0.8,0.8,1095.0,196.0,2.8,3,976.0,176.0,0,5.4,1363.0,216.0,5.2,8.1,1112.0,229.0,0,76.1
Colorado Springs,El Paso,80916,27882.0,890.0,9.4,1.9,1719.0,274.0,32.7,11.7,4045.0,548.0,19,6.3,4598.0,488.0,12.6,5.4,3705.0,382.0,3.5,2.5,4803.0,457.0,3.7,2.2,3496.0,431.0,6.6,2.6,1637.0,252.0,4.5,3.2,1526.0,239.0,8.2,6.2,1599.0,217.0,0,7.1,754.0,192.0,0,31.7
Colorado Springs,El Paso,80917,25590.0,772.0,7.6,2,1913.0,329.0,25.7,11.6,2748.0,413.0,16.5,7.1,2596.0,415.0,5.1,2.6,2154.0,265.0,3.5,2.3,3598.0,352.0,6.4,2.4,3723.0,462.0,3.6,1.8,2288.0,275.0,1.9,1.3,2198.0,280.0,5.6,4.5,2600.0,253.0,11.9,10.6,1772.0,239.0,0,18.1
Colorado Springs,El Paso,80918,39585.0,942.0,7.4,1.3,3416.0,371.0,24.1,7.1,4891.0,614.0,13.9,6.3,4068.0,448.0,5.7,2.6,3502.0,316.0,6.3,2.7,5591.0,391.0,3.6,1.5,5942.0,459.0,3.4,1.5,3110.0,324.0,6,2.8,2663.0,321.0,5.5,3.5,4290.0,274.0,5.7,5,2112.0,245.0,5.3,9.5
Colorado Springs,El Paso,80919,23162.0,598.0,6.1,1.4,1349.0,201.0,26.4,16.2,2004.0,332.0,9.5,5.6,1336.0,301.0,3.7,3,1669.0,290.0,3.6,2.5,3164.0,332.0,5.3,3,4528.0,412.0,5,1.9,2668.0,362.0,5,4.4,2267.0,326.0,10.1,7.4,2720.0,229.0,2.1,2.3,1457.0,232.0,0,36.7
Colorado Springs,El Paso,80920,30371.0,858.0,7,1.2,2873.0,404.0,35.2,11.1,2456.0,409.0,10.9,4.3,2278.0,359.0,5.6,3.1,1904.0,274.0,1.6,1.6,4868.0,366.0,3.2,1.4,7215.0,453.0,5.1,1.9,2684.0,320.0,5.3,5,2429.0,323.0,7.3,4,2314.0,255.0,10,6.4,1350.0,191.0,0,33
Colorado Springs,El Paso,80921,15721.0,691.0,4.3,1.4,1236.0,231.0,15.5,12,861.0,271.0,5.5,6.7,742.0,217.0,9.3,10.6,779.0,239.0,0,5.8,2997.0,391.0,3.8,3.2,3679.0,423.0,2.4,1.6,1687.0,316.0,3.7,3.6,1283.0,290.0,6.5,5.1,1466.0,210.0,2.8,4.5,991.0,283.0,0,54.8
Colorado Springs,El Paso,80922,20309.0,751.0,6.3,1.8,1000.0,272.0,15.9,14.6,1914.0,557.0,17.8,9.8,2444.0,450.0,7.1,4.4,2651.0,500.0,7.1,5.9,4037.0,456.0,4.6,3.1,3537.0,377.0,2.5,2.2,1531.0,276.0,1.4,2.2,1095.0,256.0,3.8,5.6,1429.0,223.0,2.3,4.4,671.0,183.0,0,71.2
Colorado Springs,El Paso,80923,21066.0,911.0,5.4,1.5,1684.0,277.0,20.7,11.5,1899.0,405.0,12.1,6.6,2151.0,393.0,3.1,2.8,2625.0,423.0,4,3.4,4854.0,455.0,4.2,3.1,4169.0,434.0,3.9,2.1,1129.0,243.0,1.3,2,754.0,177.0,0,6.8,1272.0,226.0,3.4,5.4,529.0,169.0,0,45.6
Colorado Springs,El Paso,80924,4908.0,280.0,5.3,2.2,414.0,118.0,30.4,21.4,369.0,171.0,12.9,10.8,225.0,86.0,11.6,12.8,354.0,103.0,4.5,6.6,1696.0,207.0,1.9,1.5,1086.0,168.0,3.1,3.1,241.0,88.0,4.2,6.3,257.0,86.0,0,19.8,160.0,52.0,0,33.6,106.0,45.0,-,**
Colorado Springs,El Paso,80925,6112.0,632.0,5.7,3,268.0,124.0,46.7,36,780.0,289.0,14.8,14.9,1015.0,233.0,3.1,4.7,1067.0,318.0,9.5,7.6,914.0,208.0,0,5.3,1118.0,242.0,0,3.2,304.0,146.0,0,13.9,291.0,127.0,7.6,12.7,256.0,119.0,29.6,43.9,99.0,70.0,-,**
Colorado Springs,El Paso,80926,1375.0,293.0,16.1,11.7,47.0,37.0,50,50,27.0,39.0,-,**,170.0,112.0,36.9,43.2,115.0,100.0,0,32.3,207.0,67.0,8.7,8.3,290.0,141.0,13.3,19.9,107.0,58.0,15,24.7,167.0,78.0,0,27.9,155.0,81.0,27.5,34.6,90.0,47.0,0,85.9
Colorado Springs,El Paso,80927,1413.0,347.0,14.2,10,152.0,106.0,27.2,40,92.0,67.0,0,27.2,106.0,74.0,34.8,57.6,180.0,102.0,13,25.5,380.0,180.0,0,16.6,355.0,144.0,13.5,13,45.0,58.0,0,73.6,18.0,31.0,100,67.2,68.0,52.0,-,**,17.0,25.0,-,**
Colorado Springs,El Paso,80928,951.0,183.0,10.4,7,42.0,31.0,100,90.1,29.0,15.0,0,73.6,73.0,52.0,39.6,47.1,22.0,17.0,0,100,226.0,112.0,2.1,3.3,169.0,57.0,3.2,4.6,139.0,56.0,21.2,17.1,90.0,48.0,0,58.2,120.0,43.0,0,37,41.0,24.0,20,27.3
Colorado Springs,El Paso,80929,201.0,97.0,0,18.8,21.0,25.0,-,**,16.0,26.0,0,71.2,15.0,26.0,-,**,0.0,11.0,-,**,30.0,45.0,0,52,78.0,64.0,0,30.9,19.0,23.0,0,65.4,14.0,22.0,-,**,4.0,9.0,-,**,4.0,9.0,-,**
Colorado Springs,El Paso,80930,1193.0,254.0,7,5.6,43.0,34.0,47.4,52.6,37.0,33.0,60.9,53.5,329.0,165.0,0,14.4,156.0,86.0,30.6,25.1,126.0,74.0,0,26.8,164.0,83.0,0,25.9,145.0,86.0,0,30.3,116.0,58.0,0,41.1,44.0,49.0,0,76.1,33.0,35.0,-,**
Colorado Springs,El Paso,80931,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80932,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80933,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80934,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80938,65.0,102.0,0,34.9,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,65.0,102.0,0,34.9,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**
Colorado Springs,El Paso,80939,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**,0.0,11.0,-,**
Colorado Springs,El Paso,80940,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80942,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80947,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80949,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80950,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80951,2777.0,447.0,7.5,4.4,103.0,58.0,31,50.8,384.0,306.0,0,9.4,533.0,191.0,3.3,5.8,551.0,155.0,3,5,601.0,175.0,17.4,11.9,339.0,113.0,9.2,10.3,101.0,71.0,0,28.9,46.0,41.0,0,52.9,55.0,55.0,0,54.8,64.0,54.0,-,**
Colorado Springs,El Paso,80960,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80962,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80970,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80977,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80995,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Colorado Springs,El Paso,80997,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pueblo,Pueblo,81001,23932.0,713.0,13,2.3,1821.0,252.0,33,10.4,3032.0,399.0,14.6,5.2,2217.0,367.0,18.3,10,1939.0,243.0,13.6,6.2,3642.0,305.0,7.5,3.6,3279.0,294.0,13.1,4.3,1834.0,258.0,4.8,4.5,1699.0,250.0,5.1,4.1,2206.0,244.0,14.5,9.8,2263.0,270.0,28.6,40.8
Pueblo,Pueblo,81002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pueblo,Pueblo,81003,12517.0,680.0,12.5,2.6,725.0,164.0,34.3,19.8,957.0,200.0,12.6,8.5,1137.0,200.0,11.3,8.2,1043.0,214.0,8.6,6.7,2090.0,282.0,9.1,4.8,2170.0,234.0,15.4,6.5,1089.0,197.0,7.1,6,908.0,170.0,19.3,11.2,1186.0,174.0,6.7,10.3,1212.0,388.0,0,42.5
